Product_Name,List_Price,Sell_Start_Date,Sell_End_Date
"Road-150 Red, 62",3578.2700,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Road-250 Black, 44",2443.3500,5/30/2012 12:00:00 AM,
"Road-250 Black, 48",2443.3500,5/30/2012 12:00:00 AM,
"Road-250 Black, 52",2443.3500,5/30/2012 12:00:00 AM,
"Road-250 Black, 58",2443.3500,5/30/2012 12:00:00 AM,
"Road-250 Red, 44",2443.3500,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-250 Red, 48",2443.3500,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-250 Red, 52",2443.3500,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-250 Red, 58",2443.3500,5/30/2012 12:00:00 AM,
"Road-350-W Yellow, 40",1700.9900,5/30/2013 12:00:00 AM,
"Road-350-W Yellow, 42",1700.9900,5/30/2013 12:00:00 AM,
"Road-350-W Yellow, 44",1700.9900,5/30/2013 12:00:00 AM,
"Road-350-W Yellow, 48",1700.9900,5/30/2013 12:00:00 AM,
"Road-450 Red, 44",1457.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Road-450 Red, 48",1457.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Road-450 Red, 52",1457.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Road-450 Red, 58",1457.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Road-450 Red, 60",1457.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Road-550-W Yellow, 38",1120.4900,5/30/2012 12:00:00 AM,
"Road-550-W Yellow, 40",1120.4900,5/30/2012 12:00:00 AM,
"Road-550-W Yellow, 42",1120.4900,5/30/2012 12:00:00 AM,
"Road-550-W Yellow, 44",1120.4900,5/30/2012 12:00:00 AM,
"Road-550-W Yellow, 48",1120.4900,5/30/2012 12:00:00 AM,
"Road-650 Black, 44",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Black, 48",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Black, 52",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Black, 58",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Black, 60",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Black, 62",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Red, 44",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Red, 48",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Red, 52",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Red, 58",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Red, 60",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-650 Red, 62",782.9900,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"Road-750 Black, 44",539.9900,5/30/2013 12:00:00 AM,
"Road-750 Black, 48",539.9900,5/30/2013 12:00:00 AM,
"Road-750 Black, 52",539.9900,5/30/2013 12:00:00 AM,
"Road-750 Black, 58",539.9900,5/30/2013 12:00:00 AM,
Seat Lug,0.0000,4/30/2008 12:00:00 AM,
Seat Post,0.0000,4/30/2008 12:00:00 AM,
Seat Stays,0.0000,4/30/2008 12:00:00 AM,
Seat Tube,0.0000,4/30/2008 12:00:00 AM,
"Short-Sleeve Classic Jersey, L",53.9900,5/30/2013 12:00:00 AM,
"Short-Sleeve Classic Jersey, M",53.9900,5/30/2013 12:00:00 AM,
"Short-Sleeve Classic Jersey, S",53.9900,5/30/2013 12:00:00 AM,
"Short-Sleeve Classic Jersey, XL",53.9900,5/30/2013 12:00:00 AM,
Spokes,0.0000,4/30/2008 12:00:00 AM,
"Sport-100 Helmet, Black",34.9900,5/31/2011 12:00:00 AM,
"Sport-100 Helmet, Blue",34.9900,5/31/2011 12:00:00 AM,
"Sport-100 Helmet, Red",34.9900,5/31/2011 12:00:00 AM,
Steerer,0.0000,4/30/2008 12:00:00 AM,
Stem,0.0000,4/30/2008 12:00:00 AM,
Taillights - Battery-Powered,13.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
Tension Pulley,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 1,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 10,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 11,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 12,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 13,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 14,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 15,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 16,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 2,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 3,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 4,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 5,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 6,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 7,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 8,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Hex Nut 9,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 1,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 10,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 11,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 12,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 13,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 14,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 15,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 16,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 2,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 3,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 4,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 5,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 6,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 7,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 8,0.0000,4/30/2008 12:00:00 AM,
Thin-Jam Lock Nut 9,0.0000,4/30/2008 12:00:00 AM,
Top Tube,0.0000,4/30/2008 12:00:00 AM,
Touring End Caps,0.0000,4/30/2008 12:00:00 AM,
Touring Front Wheel,218.0100,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
Touring Pedal,80.9900,5/30/2013 12:00:00 AM,
Touring Rear Wheel,245.0100,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
Touring Rim,0.0000,4/30/2008 12:00:00 AM,
Touring Tire,28.9900,5/30/2013 12:00:00 AM,
Touring Tire Tube,4.9900,5/30/2013 12:00:00 AM,
"Touring-1000 Blue, 46",2384.0700,5/30/2013 12:00:00 AM,
"Touring-1000 Blue, 50",2384.0700,5/30/2013 12:00:00 AM,
"Touring-1000 Blue, 54",2384.0700,5/30/2013 12:00:00 AM,
"Touring-1000 Blue, 60",2384.0700,5/30/2013 12:00:00 AM,
"Touring-1000 Yellow, 46",2384.0700,5/30/2013 12:00:00 AM,
"Touring-1000 Yellow, 50",2384.0700,5/30/2013 12:00:00 AM,
"Touring-1000 Yellow, 54",2384.0700,5/30/2013 12:00:00 AM,
"Touring-1000 Yellow, 60",2384.0700,5/30/2013 12:00:00 AM,
"Touring-2000 Blue, 46",1214.8500,5/30/2013 12:00:00 AM,
"Touring-2000 Blue, 50",1214.8500,5/30/2013 12:00:00 AM,
"Touring-2000 Blue, 54",1214.8500,5/30/2013 12:00:00 AM,
"Touring-2000 Blue, 60",1214.8500,5/30/2013 12:00:00 AM,
"Touring-3000 Blue, 44",742.3500,5/30/2013 12:00:00 AM,
"Touring-3000 Blue, 50",742.3500,5/30/2013 12:00:00 AM,
"Touring-3000 Blue, 54",742.3500,5/30/2013 12:00:00 AM,
"Touring-3000 Blue, 58",742.3500,5/30/2013 12:00:00 AM,
"Touring-3000 Blue, 62",742.3500,5/30/2013 12:00:00 AM,
"Touring-3000 Yellow, 44",742.3500,5/30/2013 12:00:00 AM,
"Touring-3000 Yellow, 50",742.3500,5/30/2013 12:00:00 AM,
"Touring-3000 Yellow, 54",742.3500,5/30/2013 12:00:00 AM,
"Touring-3000 Yellow, 58",742.3500,5/30/2013 12:00:00 AM,
"Touring-3000 Yellow, 62",742.3500,5/30/2013 12:00:00 AM,
"Touring-Panniers, Large",125.0000,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
Water Bottle - 30 oz.,4.9900,5/30/2013 12:00:00 AM,
"Women's Mountain Shorts, L",69.9900,5/30/2013 12:00:00 AM,
"Women's Mountain Shorts, M",69.9900,5/30/2013 12:00:00 AM,
"Women's Mountain Shorts, S",69.9900,5/30/2013 12:00:00 AM,
"Women's Tights, L",74.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Women's Tights, M",74.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Women's Tights, S",74.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM

